id;titulo;ano;diretor;duracao;generos;pais;orcamento;receita;nota_imdb;ator_1;ator_2;ator_3
tt0368852;Il magnifico straniero;1966;Justus Addiss, Herschel Daugherty;93;Western;USA;NA;NA;6,8;Peter Adams; Robert Adler; Luana Anders
tt0368891;Il mistero dei Templari;2004;Jon Turteltaub;131;Action| Adventure| Mystery;USA;100000000;347512318;6,9;Nicolas Cage; Diane Kruger; Justin Bartha
tt0368933;Principe azzurro cercasi;2004;Garry Marshall;113;Comedy| Family| Romance;USA;40000000;134734481;5,8;Anne Hathaway; Julie Andrews; Hector Elizondo
tt0368975;Sleepover;2004;Joe Nussbaum;89;Comedy| Family| Romance;USA;10000000;10143022;5,4;Alexa PenaVega; Mika Boorem; Jane Lynch
tt0369294;Killer Diller;2004;Tricia Brock;95;Drama| Music;USA;2000000;20795;6,7;William Lee Scott; Lucas Black; Fred Willard
tt0369295;Boys Life 4: Four Play;2003;Phillip J. Bartell, Alan Brown;83;Comedy| Drama;USA;NA;53169;6,0;Cole Williams; Weston Mueller; Aimee Garcia
tt0369339;Collateral;2004;Michael Mann;120;Crime| Drama| Thriller;USA;65000000;220926695;7,5;Tom Cruise; Jamie Foxx; Jada Pinkett Smith
tt0369441;Dick & Jane - Operazione furto;2005;Dean Parisot;90;Comedy| Crime;USA;100000000;204681899;6,2;Jim Carrey; Téa Leoni; Alec Baldwin
tt0369610;Jurassic World;2015;Colin Trevorrow;124;Action| Adventure| Sci-Fi;USA;150000000;1670401444;7,0;Chris Pratt; Bryce Dallas Howard; Irrfan Khan
tt0369672;Una canzone per Bobby Long;2004;Shainee Gabel;119;Drama;USA;NA;2039526;7,1;John Travolta; Scarlett Johansson; Gabriel Macht
tt0369918;Shallow ground - Misteri sepolti;2004;Sheldon Wilson;97;Horror| Thriller;USA;72000;NA;4,9;Timothy V. Murphy; Stan Kirsch; Lindsey Stoddart
tt0369994;Strangers with Candy;2005;Paul Dinello;97;Comedy;USA;3500000;2254124;6,0;Amy Sedaris; Paul Sedaris; Chandra Wilson
tt0370032;Ultraviolet;2006;Kurt Wimmer;88;Action| Sci-Fi;USA;30000000;31070211;4,4;Milla Jovovich; Cameron Bright; Nick Chinlund
tt0370081;The Yellow Sign;2001;Aaron Vanek;47;Horror| Thriller;USA;NA;NA;6,0;Shawna Waldron; Dale Snowberger; David Reynolds
tt0371008;Nine Lives;2004;Dean Howell;74;Drama| Romance;USA;65000;NA;5,3;Michael Kearns; Ethan Mechare; Matt Crabtree
tt0371212;Shooting Livien;2005;Rebecca Cook;90;Drama| Music| Romance;USA;NA;NA;5,3;Jason Behr; Sarah Wynter; Dominic Monaghan
tt0371246;Spanglish - Quando in famiglia sono in troppi a parlare;2004;James L. Brooks;131;Comedy| Drama| Romance;USA;80000000;55470154;6,4;Adam Sandler; Téa Leoni; Paz Vega
tt0371257;Stay - Nel labirinto della mente;2005;Marc Forster;99;Drama| Mystery| Thriller;USA;50000000;8483797;6,8;Ewan McGregor; Ryan Gosling; Kate Burton
tt0371282;Tales from Beyond;2004;Josh Austin, Nate Barlow;115;Drama| Fantasy| Sci-Fi;USA;250000;NA;4,6;Adam West; Josh Austin; Nate Barlow
tt0371606;Chicken Little - Amici per le penne;2005;Mark Dindal;81;Animation| Adventure| Comedy;USA;150000000;314432837;5,7;Zach Braff; Garry Marshall; Don Knotts
tt0371675;Forbidden Warrior;2005;Jimmy Nickerson;91;Adventure| Action| Fantasy;USA;6000000;NA;3,5;Marie Matiko; Sung Kang; Karl Yune
tt0371683;Games People Play;2004;James Ronald Whitney;97;Comedy;USA;NA;113622;3,9;Joshua Coleman; Dani Marco; David Maynard
tt0371739;The Zodiac;2005;Alexander Bulkley;92;Crime| Drama| Horror;USA;1000000;86872;5,4;Justin Chambers; Robin Tunney; Rory Culkin
tt0371846;Near Death;2004;Joe Castro;95;Fantasy| Horror| Thriller;USA;NA;NA;2,2;Perrine Moore; Ali Willingham; Scott Lunsford
tt0371915;The Ride;2003;Nathan Kurosawa;90;Drama| Sport;USA;NA;NA;6,6;Scot Davis; Sean Kaawa; Mary Paalani
tt0372005;The Devil's Muse;2007;Ramzi Abed;99;Crime| Drama| Horror;USA;79000;NA;3,9;Kristen Kerr; Lizzy Strain; Trent Haaga
tt0372122;Adam & Steve;2005;Craig Chester;99;Comedy| Drama| Music;USA;NA;309404;5,9;Malcolm Gets; Cary Curran; Craig Chester
tt0372215;Clipping Adam;2004;Michael Picchiottino;90;Drama;USA;NA;NA;6,1;Chris Eigeman; Louise Fletcher; Robert Pine
tt0372237;Indovina chi;2005;Kevin Rodney Sullivan;105;Comedy| Romance;USA;35000000;103121466;5,9;Bernie Mac; Ashton Kutcher; Zoe Saldana
tt0372238;Dinotopia: Quest for the Ruby Sunstone;2005;Davis Doi;75;Animation| Adventure| Comedy;USA;NA;NA;5,4;Alyssa Milano; Jamie Kennedy; Kathy Griffin
tt0372334;House of D;2004;David Duchovny;97;Comedy| Drama;USA;6000000;389866;6,9;Anton Yelchin; Robin Williams; Téa Leoni
tt0372346;Iowa;2005;Matt Farnsworth;104;Crime| Drama;USA;2000000;NA;5,0;Matt Farnsworth; Diane Foster; John Savage
tt0372370;Lana's Rain;2002;Michael S. Ojeda;107;Drama;USA;215000;44287;6,4;Oksana Orlan; Nickolai Stoilov; Luoyong Wang
tt0372375;Last Goodbye;2004;Jacob Gentry;95;Drama| Adventure| Romance;USA;250000;NA;5,3;Clementine Ford; Liam O'Neill; Christopher Rydell
tt0372401;Sex Sells: The Making of 'Touché';2005;Jonathan Liebert;96;Comedy| Romance;USA;NA;3252;4,8;Mark DeCarlo; Darby Daniels; Jack Kyle
tt0372429;Alien Sex Party;2003;Paul Yates;87;Comedy| Sci-Fi;USA;NA;NA;4,1;Moby; Brian O'Halloran; Toby Amies
tt0372763;The Animation Show;2003;NA;94;Animation| Comedy;USA;NA;612864;7,5;NA;NA;NA
tt0372828;Company K;2004;Robert Clem;102;Drama| War;USA;NA;NA;5,3;Ari Fliakos; Terry Serpico; Steve Cuiffo
tt0372859;Dead Clowns;2004;Steve Sessions;95;Horror;USA;NA;NA;2,2;Lucien Eisenach; Jeff Samford; Eric Spudic
tt0372871;Paperino show;1960;Jack Cutting, Jack King;80;Family| Animation| Comedy;USA;NA;NA;7,0;Clarence Nash;NA;NA
tt0372884;Eating Out;2004;Q. Allan Brocka;90;Comedy| Drama| Romance;USA;50000;155212;5,8;Rebekah Kochan; Scott Lunsford; Jim Verraros
tt0372921;Flesh for the Beast;2003;Terry M. West;89;Fantasy| Horror;USA;NA;NA;3,4;Jane Scarlett; Sergio Jones; Clark Beasley Jr.
tt0372975;Holla;2006;H.M. Coakley;86;Horror;USA;200000;NA;3,4;Shelli Boone; Young Sir; Charles Porter
tt0373040;The Janitor;2003;TJ Nordaker, Andy Signore;93;Comedy| Horror;USA;NA;NA;5,7;Andy Signore; Bruce Cronander; Crystal LeBard
tt0373051;Viaggio al centro della Terra;2008;Eric Brevig;93;Action| Adventure| Family;USA;60000000;244232688;5,8;Brendan Fraser; Josh Hutcherson; Anita Briem
tt0373152;Mind the Gap;2004;Eric Schaeffer;134;Comedy| Drama;USA;NA;10637;7,0;Alan King; Elizabeth Reaser; Eric Schaeffer
tt0373263;Red Is the Color of;2007;Anne Norda;87;Comedy| Drama| Romance;USA;NA;NA;4,9;Irina Björklund; Peter Franzén; Eliza Pryor Nagel
tt0373283;Saints and Soldiers;2003;Ryan Little;90;Action| Drama| War;USA;780000;1310470;6,7;Corbin Allred; Alexander Polinsky; Kirby Heyborne
tt0373416;Detective a 2 ruote;2005;Marcos Siega;95;Action| Comedy| Crime;USA;25000000;5879555;4,3;Nick Cannon; Adrian Young; Art Bonilla
tt0373469;Kiss Kiss Bang Bang;2005;Shane Black;103;Action| Comedy| Crime;USA;15000000;15785148;7,5;Robert Downey Jr.; Val Kilmer; Michelle Monaghan
tt0373883;Halloween - The Beginning;2007;Rob Zombie;109;Horror;USA;15000000;80460948;6,1;Malcolm McDowell; Brad Dourif; Tyler Mane
tt0373900;Rampage: The Hillside Strangler Murders;2006;Chris Fisher;85;Crime| Drama| Thriller;USA;1000000;NA;4,3;Joleigh Fiore; Bret Roberts; Brittany Daniel
tt0374102;Open Water;2003;Chris Kentis;79;Adventure| Drama| Horror;USA;500000;54683487;5,7;Blanchard Ryan; Daniel Travis; Saul Stein
tt0374170;Replica;2005;James Nguyen;66;Romance| Thriller;USA;NA;NA;1,5;John David Braddock; Lana Dykstra; Rick Camp
tt0374201;Searching for Bobby D;2005;Paul Borghese;105;Adventure| Comedy;USA;NA;NA;4,6;William DeMeo; Chuck Zito; Matthew Ziff
tt0374312;The Eliminator;2004;Ken Barbet;90;Action| Adventure| Thriller;USA;1000000;NA;3,6;Michael Rooker; Bas Rutten; Dana Lee
tt0374496;America Brown;2004;Paul Black;88;Drama;USA;600000;NA;5,5;Ryan Kwanten; Hill Harper; Natasha Lyonne
tt0374536;Vita da strega;2005;Nora Ephron;102;Comedy| Fantasy| Romance;USA;85000000;131426169;4,8;Nicole Kidman; Will Ferrell; Shirley MacLaine
tt0374621;Lenny the Wonder Dog;2005;Oren Goldman, Stav Ozdoba;84;Adventure| Comedy| Family;USA;NA;NA;3,3;Sammy Kahn; Stephanie Sherrin; Joe Morton
tt0374718;Home Sick;2007;Adam Wingard;89;Horror;USA;NA;NA;4,8;Lindley Praytor; Tiffany Shepis; Forrest Pitts
tt0374900;Napoleon Dynamite;2004;Jared Hess;96;Comedy;USA;400000;46138887;6,9;Jon Heder; Jon Gries; Aaron Ruell
tt0374923;On the One;2005;Charles Randolph-Wright;103;Comedy| Drama| Musical;USA;NA;405191;5,4;Adewale Akinnuoye-Agbaje; Tichina Arnold; Rosa Arredondo
tt0375008;Remedy;2005;Christian Maelen;82;Crime| Drama;USA;500000;NA;4,2;Arthur J. Nascarella; Christian Maelen; Jon Doscher
tt0375104;Bobby Jones - Il genio del golf;2004;Rowdy Herrington;120;Biography| Drama| Romance;USA;20000000;2707913;6,7;Jim Caviezel; Claire Forlani; Jeremy Northam
tt0375145;Tony 'n' Tina's Wedding;2004;Roger Paradiso;110;Comedy;USA;1500000;NA;4,0;Joey McIntyre; Mila Kunis; Krista Allen
tt0375172;Until the Night;2004;Gregory Hatanaka;87;Drama;USA;NA;NA;5,2;Norman Reedus; Kathleen Robertson; Missy Crider
tt0375195;The Deep Below;2007;Rod Slane;85;Adventure| Thriller;USA;NA;NA;4,0;Jason Dohring; Marina Sirtis; Michael Dorn
tt0375782;Gone, But Not Forgotten;2003;Michael D. Akers;94;Drama| Mystery| Romance;USA;NA;NA;5,6;Matthew Montgomery; Aaron Orr; Ariadne Shaffer
tt0375785;Fratelli, amori e tanti guai;2006;Sue Kramer;96;Comedy| Romance;USA;NA;944479;5,8;Heather Graham; Bridget Moynahan; Tom Cavanagh
tt0376006;Adolescenza inquieta;2004;Alan Brown;83;Comedy| Drama;USA;NA;NA;5,4;Frances O'Connor; Simon Baker; Gregory Smith
tt0376105;Striscia, una zebra alla riscossa;2005;Frederik Du Chau;102;Adventure| Comedy| Drama;USA;30000000;90754475;5,2;Bruce Greenwood; Hayden Panettiere; Caspar Poyck
tt0376108;Un allenatore in palla;2005;Steve Carr;86;Comedy| Family| Sport;USA;33100000;17492014;5,2;Martin Lawrence; Wendy Raquel Robinson; Breckin Meyer
tt0376196;Doppia ipotesi per un delitto;2005;Wayne Beach;93;Drama| Mystery| Thriller;USA;15500000;1797256;5,8;Ray Liotta; LL Cool J; Mekhi Phifer
tt0376263;Cruel Divana;2003;Gary Ellis;88;Thriller;USA;NA;NA;6,3;Norman Reedus; Marco St. John; Rick Negron
tt0376633;Guy in Row Five;2005;Jonathon E. Stewart, Phil Thurman;97;Comedy;USA;NA;NA;6,8;Bobby Field; Clare Kramer; Colin Ferguson
tt0376649;Lo strangolatore;2004;Chuck Parello;98;Crime| Drama| Thriller;USA;1400000;4143;5,3;C. Thomas Howell; Nicholas Turturro; Allison Lange
tt0376717;Lady Killers;2003;Gary Preisler;90;Comedy| Crime;USA;NA;829140;3,0;Will Friedle; Chris Owen; Louise Lasser
tt0376720;The Last Run;2004;Jonathan Segal;97;Comedy| Drama;USA;NA;NA;4,8;Fred Savage; Amy Adams; Steven Pasquale
tt0376773;Moving;2002;Jonathan Friedman;94;Adventure| Comedy;USA;9000;NA;4,4;Jonathan F. Finn; Keith Michael Gregory; L. Derek Leonidoff
tt0376827;Pizza;2005;Mark Christopher;80;Comedy;USA;NA;5716;5,7;Ethan Embry; Kylie Sparks; Julie Hagerty
tt0376868;Savage Water;1979;Paul Kiener;99;Adventure| Horror;USA;NA;NA;3,4;Gil Van Waggoner; Ron Berger; Bridget Agnew
tt0376874;Sexual Life;2004;Ken Kwapis;96;Comedy| Drama;USA;1000000;NA;5,1;Azura Skye; Annie Heller; Carla Gallo
tt0376890;Silver City;2004;John Sayles;128;Comedy| Drama| Mystery;USA;5000000;1384395;6,0;Chris Cooper; Richard Dreyfuss; Cajardo Lindsey
tt0377032;Anonymous;2004;Todd Verow;82;Drama;USA;NA;NA;4,7;Todd Verow; Dustin Schell; Jason Bailey
tt0377038;The Best Two Years;2004;Scott S. Anderson;112;Comedy| Drama;USA;NA;1163450;7,5;K.C. Clyde; Kirby Heyborne; Cameron Hopkin
tt0377043;The Californians - Il progetto;2005;Jonathan Parker;87;Drama;USA;NA;NA;4,9;Noah Wyle; Illeana Douglas; Kate Mara
tt0377061;I'll Believe You;2006;Paul Francis Sullivan;82;Comedy| Sci-Fi;USA;NA;24110;5,6;David Alan Basche; Patrick Warburton; Siobhan Fallon Hogan
tt0377062;Il volo della fenice;2004;John Moore;113;Action| Adventure| Drama;USA;45000000;35021497;6,1;Dennis Quaid; Tyrese Gibson; Giovanni Ribisi
tt0377066;The Ghost Club;2003;Ralph E. Portillo;85;Family;USA;NA;NA;3,4;Britt Robertson; Clayton Griffin; Lindley Mayer
tt0377071;The Home Teachers;2004;Kurt Hale;82;Comedy;USA;425000;203917;4,7;Danny Allen; Jim Bennett; Jeff Birk
tt0377088;Mail Order Wife;2004;Huck Botko, Andrew Gurland;92;Comedy;USA;NA;65369;6,3;Adrian Martinez; Roland Uruci; Andrew Gurland
tt0377091;Mean Creek;2004;Jacob Estes;90;Crime| Drama;USA;500000;802948;7,2;Rory Culkin; Ryan Kelley; Scott Mechlowicz
tt0377107;Proof - La prova;2005;John Madden;100;Drama| Mystery;USA;20000000;14189860;6,7;Gwyneth Paltrow; Anthony Hopkins; Jake Gyllenhaal
tt0377109;The Ring 2;2005;Hideo Nakata;110;Horror| Mystery;USA;50000000;163995949;5,4;Naomi Watts; Simon Baker; David Dorfman
tt0377320;A-List;2006;Shira-Lee Shalit;98;Comedy| Drama;USA;NA;NA;5,9;Sally Kirkland; Damon Shalit; Daphne Zuniga
tt0377471;Be Cool;2005;F. Gary Gray;118;Comedy| Crime| Drama;USA;53000000;95763716;5,6;John Travolta; Uma Thurman; Vince Vaughn
tt0377720;Cutthroat Alley;2003;Timothy Wayne Folsome;95;Horror;USA;NA;NA;2,7;Bizzy Bone; Stacy Arnell; Janice Butler
tt0377749;Dead Birds;2004;Alex Turner;91;Horror| Thriller| Western;USA;1500000;NA;5,6;Henry Thomas; Patrick Fugit; Nicki Aycox
tt0377818;Hazzard;2005;Jay Chandrasekhar;104;Comedy;USA;50000000;111069515;5,1;Johnny Knoxville; Seann William Scott; Alice Greczyn
tt0377864;Erosion;2005;Ann Lu;100;Drama| Mystery| Romance;USA;NA;NA;4,4;Emmanuel Xuereb; Charis Michelsen; Lee Holmes
tt0378109;Trappola in fondo al mare;2005;John Stockwell;110;Action| Adventure| Crime;USA;50000000;46117696;5,9;Paul Walker; Jessica Alba; Scott Caan
tt0378139;Los jornaleros;2003;Lane Shefter Bishop;88;Drama;USA;NA;NA;6,2;Shawn Bernal; Marc Bossley; James C. Burns
tt0378194;Kill Bill - Volume 2;2004;Quentin Tarantino;137;Action| Crime| Thriller;USA;30000000;154116796;8,0;Vivica A. Fox; Ambrosia Kelley; Michael Parks
tt0378306;Shadow of Fear - L'ombra della paura;2004;Rich Cowan;88;Thriller;USA;5000000;NA;5,1;Matthew Davis; James Spader; Aidan Quinn
tt0378565;Piggy Banks;2005;Morgan J. Freeman;87;Crime| Drama;USA;5000000;NA;5,3;Jake Muxworthy; Lauren German; Gabriel Mann
tt0378793;Le parole non dette;2004;Jessica Sharzer;89;Drama;USA;1000000;NA;7,3;Kristen Stewart; Elizabeth Perkins; Richard Hagerman
tt0378802;Star-Crossed;2003;Brett Bower;105;Romance;USA;2500;NA;5,5;Brett Bower; Jennifer Kristin; Dave Wilder
tt0378804;State's Evidence;2004;Benjamin Louis;89;Drama| Thriller;USA;400000;NA;6,2;Douglas Smith; Kris Lemche; Drew Tyler Bell
tt0378889;Tom, Tom, the Piper's Son;1969;Ken Jacobs;115;Comedy;USA;NA;NA;6,2;NA;NA;NA
tt0378947;Melinda e Melinda;2004;Woody Allen;99;Comedy| Drama| Romance;USA;NA;20129327;6,4;Wallace Shawn; Neil Pepe; Stephanie Roth Haberle
tt0379184;Blackballed: The Bobby Dukes Story;2004;Brant Sersen;91;Comedy;USA;NA;9528;6,4;Rob Corddry; Paul Scheer; Dannah Feinglass Phirman
tt0379265;Outing Riley;2004;Pete Jones;99;Comedy;USA;700000;NA;6,4;Pete Jones; Nathan Fillion; Stoney Westmoreland
tt0379266;Duane Incarnate;2004;Hal Salwen;83;Comedy;USA;NA;NA;5,7;Crystal Bock; Caroleen Feeney; Kristen Johnston
tt0379270;Easy;2003;Jane Weinstock;99;Comedy| Romance| Drama;USA;NA;86061;5,8;Marguerite Moreau; Brían F. O'Byrne; Naveen Andrews
tt0379307;Greendale;2003;Neil Young;87;Musical| Drama;USA;NA;255947;6,3;Sarah White; Eric Johnson; Ben Keith
tt0379322;Indigo;2003;Stephen Deutsch;89;Drama;USA;500000;1190000;4,9;Charlie Bass; Rodney Blake; Dane Bowman
tt0379341;Ghosts Never Sleep;2005;Steve Freedman;85;Drama;USA;NA;NA;4,7;Ethan Kennemer; Michael Phenicie; Tony Goldwyn
tt0379363;Malibu Spring Break;2003;Kevin Lewis;77;Comedy;USA;500000;NA;2,2;Charity Rahmer; Kristin Novak; Pilar M. Lastra
tt0379487;The Seat Filler;2004;Nick Castle;90;Comedy| Romance;USA;8000000;NA;5,5;Duane Martin; Kelly Rowland; DeRay Davis
tt0379786;Serenity;2005;Joss Whedon;119;Action| Adventure| Sci-Fi;USA;39000000;40445129;7,8;Nathan Fillion; Gina Torres; Alan Tudyk
tt0379797;Georges Bataille's Story of the Eye;2003;Andrew Repasky McElhinney;81;Drama;USA;NA;NA;3,2;Melissa Elizabeth Forgione; Querelle Haynes; Kevin Mitchell Martin
tt0380201;Back in the Day;2005;James Hunter;103;Action| Crime| Drama;USA;5500000;NA;4,5;Joe Morton; Ja Rule; Norman Grant
tt0380215;Bereft;2004;Tim Daly, Clark Mathis;98;Drama;USA;NA;NA;5,9;Vinessa Shaw; Tim Blake Nelson; Patrick Burleigh
tt0380277;The Cookout;2004;Lance Rivera;97;Comedy;USA;NA;12009070;3,7;Ja Rule; Tim Meadows; Jenifer Lewis
tt0380420;Home of Phobia;2004;Ryan Shiraki;92;Comedy| Romance;USA;NA;10718;5,4;Sam Huntington; Marla Sokoloff; Mike Erwin
tt0380527;Maplewoods;2003;David B. Stewart III;87;Horror;USA;30000;NA;1,9;Thomas Reilly; Elissa Mullen; Christopher Connolly
tt0380609;P.S.;2004;Dylan Kidd;97;Comedy| Drama| Fantasy;USA;NA;273023;6,1;Laura Linney; Gabriel Byrne; Lois Smith
tt0380623;The Perfect Man;2005;Mark Rosman;100;Comedy| Family| Romance;USA;10000000;19770475;5,5;Hilary Duff; Heather Locklear; Chris Noth
tt0380687;Halloween killer;2004;Jeff Lieberman;100;Comedy| Horror;USA;NA;NA;5,3;Alexander Brickel; Katheryn Winnick; Stephen Graham
tt0380817;Winter Passing;2005;Adam Rapp;98;Comedy| Drama;USA;3500000;113783;6,3;Zooey Deschanel; Darrell Larson; John Bedford Lloyd
tt0381150;The Drone Virus;2004;Damon O'Steen;95;Thriller;USA;2000000;NA;4,5;Billy Wirth; Maeve Quinlan; Philip Boyd
tt0381181;Feedback;2002;Teo Konuralp;88;Sci-Fi| Thriller;USA;NA;NA;4,8;Joe Tabb; Melissa Pursley; Jesse Bob Harper
tt0381341;Kisses and Caroms;2006;Vincent Rocca;81;Comedy;USA;NA;NA;4,4;Nicole Rayburn; Drew Wicks; Nikki Stanzione
tt0381469;On the Edge;2002;Fred Williamson;97;Action;USA;NA;NA;4,3;Fred Williamson; Gary Busey; Bernie Casey
tt0381505;Pretty Persuasion;2005;Marcos Siega;110;Comedy| Drama;USA;2500000;537126;6,5;Evan Rachel Wood; David Wagner; Brent Goldberg
tt0381707;White Chicks;2004;Keenen Ivory Wayans;109;Comedy| Crime;USA;37000000;113100873;5,6;Shawn Wayans; Marlon Wayans; Jaime King
tt0381849;Quel treno per Yuma;2007;James Mangold;122;Action| Crime| Drama;USA;55000000;70016220;7,7;Russell Crowe; Christian Bale; Logan Lerman
tt0382053;The Good Humor Man;2005;Tenney Fairchild;112;Drama| Romance;USA;1000000;NA;6,0;Nathan Stevens; Cameron Richardson; Jorge Garcia
tt0382073;Heights;2005;Chris Terrio;93;Drama| Romance;USA;NA;1306281;6,9;Chandler Williams; Bess Wohl; Glenn Close
tt0382157;Locomotive;1997;Riccardo DiLoreto;92;Action| Drama| Romance;USA;NA;NA;7,1;George Katt; Linda Shing; Carmine Giovinazzo
tt0382255;Quality of Life;2004;Benjamin Morgan;85;Drama;USA;NA;NA;6,8;Lane Garrison; Brian Burnam; Luis Saguar
tt0382561;Hair Show;2004;Leslie Small;105;Comedy| Romance;USA;NA;305281;5,2;Mo'Nique; Kellita Smith; Gina Torres
tt0382579;Boppin' at the Glue Factory;2009;Jeff Orgill;82;Comedy| Drama;USA;NA;NA;6,1;Henry Dittman; Conrad Roberts; Mews Small
tt0382628;Dark Water;2005;Walter Salles;105;Drama| Horror| Mystery;USA;30000000;68357079;5,6;Jennifer Connelly; John C. Reilly; Tim Roth
tt0382687;The Falls;2003;Paul DeNigris;85;Thriller| Drama;USA;75000;NA;3,8;David Tully; Diedre Kilgore; Johanna Watts
tt0382847;Mendy;2003;Adam Vardy;90;Drama;USA;NA;7123;5,6;Deana Barone; Elizabeth Cano; Kristen Cecala
tt0382910;Planetfall;2005;Michael J. Heagle;90;Action| Sci-Fi| Western;USA;NA;NA;2,8;Jonathan Adams; Rachel Adams; Christian Ahlgren-Williams
tt0382932;Ratatouille;2007;Brad Bird, Jan Pinkava;111;Animation| Adventure| Comedy;USA;150000000;623726085;8,0;Patton Oswalt; Ian Holm; Lou Romano
tt0382966;See This Movie;2004;David M. Rosenthal;82;Comedy;USA;NA;NA;5,3;John Cho; Seth Meyers; Raymond O'Connor
tt0382992;Stealth - Arma suprema;2005;Rob Cohen;121;Action| Adventure| Sci-Fi;USA;135000000;79268322;5,1;Josh Lucas; Jessica Biel; Jamie Foxx
tt0383010;I tre marmittoni;2012;Bobby Farrelly, Peter Farrelly;92;Comedy| Family;USA;30000000;54819301;5,1;Sean Hayes; Will Sasso; Chris Diamantopoulos
tt0383028;Synecdoche, New York;2008;Charlie Kaufman;124;Drama;USA;20000000;4658401;7,6;Philip Seymour Hoffman; Catherine Keener; Sadie Goldstein
tt0383060;Zoom;2006;Peter Hewitt;93;Action| Adventure| Comedy;USA;35000000;12506362;4,4;Tim Allen; Courteney Cox; Chevy Chase
tt0383478;Love Comes to the Executioner;2006;Kyle Bergersen;89;Comedy| Drama| Romance;USA;NA;NA;5,5;Jonathan Tucker; Jeremy Renner; Ginnifer Goodwin
tt0383491;Mall Cop;2005;David Greenspan;87;Comedy;USA;NA;NA;5,0;Derek Cecil; Kathleen Robertson; Nick Searcy
tt0383574;Pirati dei Caraibi - La maledizione del forziere fantasma;2006;Gore Verbinski;151;Action| Adventure| Fantasy;USA;225000000;1066179725;7,3;Johnny Depp; Orlando Bloom; Keira Knightley
tt0383929;Black August;2007;Samm Styles;116;Drama;USA;1500000;NA;6,4;Gary Dourdan; Darren Bridgett; Ezra J. Stanley
tt0383965;Police Beat;2005;Robinson Devor;80;Crime| Drama;USA;500000;NA;6,7;Pape Sidy Niang; Allan Armstrong; Eric Breedlove
tt0384057;The Dream-Quest of Unknown Kadath;2003;Edward Martin III;100;Adventure| Animation| Fantasy;USA;5000;NA;5,8;Toren Atkinson; Raymond Beckett; Jason Brooks
tt0384189;How Rare a Possession: The Book of Mormon;1987;Russell Holt;64;Drama;USA;NA;NA;7,2;Mark Deakins; Joe De Santis; Bruce Newbold
tt0384286;Nickname: Enigmista;2005;Jeff Wadlow;90;Drama| Horror| Mystery;USA;1000000;32586408;5,8;Erica Yates; Julian Morris; Lindy Booth
tt0384376;No Regrets;2004;Curt Hahn;96;Drama| Romance;USA;NA;NA;5,5;Janine Turner; Kate Jackson; Brad Johnson
tt0384504;Salvare la faccia;2004;Alice Wu;91;Comedy| Drama| Romance;USA;NA;1236518;7,4;Michelle Krusiec; Joan Chen; Lynn Chen
tt0384573;Swimmers;2005;Doug Sadler;90;Drama;USA;NA;34812;6,3;Tara Devon Gallagher; Robert Knott; Cherry Jones
tt0384642;Derby in famiglia;2005;Jesse Dylan;95;Comedy| Family| Romance;USA;45000000;56070433;5,6;Will Ferrell; Robert Duvall; Mike Ditka
tt0384683;What We Do Is Secret;2007;Rodger Grossman;92;Biography| Drama| Music;USA;NA;58776;6,4;Shane West; Rick Gonzalez; Bijou Phillips
tt0384792;Abby Singer;2003;Ryan R. Williams;79;Comedy| Drama;USA;1500;NA;4,8;Ryan R. Williams; Gloria Smith; Clint J. Palmer
tt0384793;Ammesso;2006;Steve Pink;93;Comedy;USA;23000000;38623262;6,4;Justin Long; Jonah Hill; Adam Herschman
tt0384798;Aimee Semple McPherson;2006;Richard Rossi;110;Biography| Drama;USA;5000;NA;4,9;Mimi Michaels; Laura Anderson; Carl Ballantine
tt0384806;Amityville Horror;2005;Andrew Douglas;90;Horror;USA;19000000;107516369;6,0;Ryan Reynolds; Melissa George; Jesse James
tt0384810;Dietro l'angolo;2004;Jordan Roberts;85;Drama;USA;NA;579350;6,4;Michael Caine; Jonah Bobo; Josh Lucas
tt0384929;The Dying Gaul;2005;Craig Lucas;92;Drama| Romance;USA;4000000;345041;6,4;Patricia Clarkson; Campbell Scott; Peter Sarsgaard
tt0385006;How the Garcia Girls Spent Their Summer;2005;Georgina Garcia Riedel;128;Comedy| Drama| Romance;USA;NA;215303;6,2;Elizabeth Peña; America Ferrera; Lucy Gallardo
tt0385056;Lonesome Jim;2005;Steve Buscemi;91;Comedy| Drama;USA;500000;182378;6,6;Casey Affleck; Kevin Corrigan; Mary Kay Place
tt0385267;In Good Company;2004;Paul Weitz;109;Comedy| Drama| Romance;USA;26000000;61315215;6,4;Dennis Quaid; Topher Grace; Scarlett Johansson
tt0385307;Miss F.B.I. - Infiltrata speciale;2005;John Pasquin;115;Action| Comedy| Crime;USA;45000000;101393569;5,1;Sandra Bullock; Regina King; Enrique Murciano
tt0385543;Bell Witch: The Movie;2007;Shane Marr;99;Drama| Horror;USA;3500000;NA;3,9;Betsy Palmer; Cody Newton; J.D. Hart
tt0385560;Boo - Morire di paura;2005;Anthony C. Ferrante;94;Horror;USA;NA;118357;4,2;Trish Coren; Rachel Harland; Jilon VanOver
tt0385592;Chainsaw Sally;2004;Jimmyo Burril;83;Comedy| Horror| Thriller;USA;40000;NA;4,6;April Monique Burril; Mark Redfield; Alec Joseph
tt0385639;Death Bed: The Bed That Eats;1977;George Barry;77;Horror;USA;30000;NA;4,3;Demene Hall; William Russ; Julie Ritter
