id;titulo;ano;diretor;duracao;generos;pais;orcamento;receita;nota_imdb;ator_1;ator_2;ator_3
tt0000009;Miss Jerry;1894;Alexander Black;45;Romance;USA;NA;NA;5,9;Blanche Bayliss; William Courtenay; Chauncey Depew
tt0002101;Cleopatra;1912;Charles L. Gaskill;100;Drama| History;USA;45000;NA;5,2;Helen Gardner; Pearl Sindelar; Miss Fielding
tt0002199;"From the Manger to the Cross; or, Jesus of Nazareth";1912;Sidney Olcott;60;Biography| Drama;USA;NA;NA;5,7;R. Henderson Bland; Percy Dyer; Gene Gauntier
tt0003167;Amore di madre;1914;D.W. Griffith;55;Drama;USA;NA;NA;5,8;Henry B. Walthall; Josephine Crowell; Lillian Gish
tt0003471;Traffic in Souls;1913;George Loane Tucker;88;Crime| Drama;USA;5700;NA;6,0;Jane Gail; Ethel Grandin; William H. Turner
tt0003643;The Avenging Conscience: or 'Thou Shalt Not Kill';1914;D.W. Griffith;78;Crime| Drama| Horror;USA;NA;NA;6,4;Henry B. Walthall; Spottiswoode Aitken; Blanche Sweet
tt0003657;The Bargain;1914;Reginald Barker;70;Western;USA;NA;NA;6,5;William S. Hart; J. Frank Burke; Clara Williams
tt0003772;Cinderella;1914;James Kirkwood;52;Fantasy| Drama;USA;NA;NA;6,0;Mary Pickford; Owen Moore; Isabel Vernon
tt0003973;A Florida Enchantment;1914;Sidney Drew;63;Comedy;USA;NA;NA;5,8;Sidney Drew; Edith Storey; Charles Kent
tt0004099;His Majesty, the Scarecrow of Oz;1914;J. Farrell MacDonald;59;Family| Fantasy| Adventure;USA;23500;NA;5,2;Violet MacMillan; Frank Moore; Pierre Couderc
tt0004134;Hypocrites;1915;Lois Weber;54;Drama;USA;NA;NA;6,6;Courtenay Foote; Myrtle Stedman; Herbert Standing
tt0004181;Judith of Bethulia;1914;D.W. Griffith;61;Drama;USA;40000;NA;6,1;Blanche Sweet; Henry B. Walthall; Mae Marsh
tt0004457;The Patchwork Girl of Oz;1914;J. Farrell MacDonald;81;Adventure| Family| Fantasy;USA;NA;NA;5,5;Violet MacMillan; Frank Moore; Raymond Russell
tt0004465;The Perils of Pauline;1914;Louis J. Gasnier, Donald MacKenzie;199;Action| Adventure| Drama;USA;25000;NA;6,3;Pearl White; Crane Wilbur; Paul Panzer
tt0004635;The Squaw Man;1914;Oscar Apfel, Cecil B. DeMille;74;Action| Drama| Romance;USA;20000;NA;5,7;Dustin Farnum; Monroe Salisbury; Winifred Kingston
tt0004681;La madonnina del porto;1914;Edwin S. Porter;80;Drama;USA;10000;NA;6,1;Mary Pickford; Harold Lockwood; Olive Carey
tt0004707;Tillie's Punctured Romance;1914;Mack Sennett, Charles Bennett;82;Comedy;USA;50000;NA;6,3;Marie Dressler; Charles Chaplin; Mabel Normand
tt0004743;Uncle Tom's Cabin;1914;William Robert Daly;54;Drama;USA;NA;NA;5,3;Sam Lucas; Walter Hitchcock; Hattie Delaro
tt0004766;The Virginian;1914;Cecil B. DeMille;55;Western;USA;17022;NA;5,6;Dustin Farnum; Jack W. Johnston; Sydney Deane
tt0004825;The Wishing Ring: An Idyll of Old England;1914;Maurice Tourneur;54;Comedy| Drama;USA;NA;NA;6,4;Vivian Martin; Alec B. Francis; Chester Barnett
tt0004838;The Wrath of the Gods;1914;Reginald Barker;56;Drama| Romance;USA;NA;NA;5,7;Sessue Hayakawa; Tsuru Aoki; Frank Borzage
tt0004872;Alias Jimmy Valentine;1915;Maurice Tourneur;65;Crime| Drama;USA;NA;NA;6,6;Robert Warwick; Robert Cummings; Alec B. Francis
tt0004873;Alice in Wonderland;1915;W.W. Young;52;Adventure| Family| Fantasy;USA;50000;NA;6,2;Viola Savoy; Herbert Rice; Harry Marks
tt0004972;Nascita di una nazione;1915;D.W. Griffith;195;Drama| History| War;USA;100000;NA;6,3;Henry B. Walthall; Lillian Gish; Mae Marsh
tt0005060;Carmen;1915;Cecil B. DeMille;59;Drama;USA;23430;NA;6,4;Geraldine Farrar; Wallace Reid; Pedro de Cordoba
tt0005078;The Cheat;1915;Cecil B. DeMille;59;Drama| Romance;USA;17311;NA;6,6;Fannie Ward; Sessue Hayakawa; Jack Dean
tt0005149;The Coward;1915;Reginald Barker, Thomas H. Ince;77;Drama| History| War;USA;18000;NA;6,0;Frank Keenan; Charles Ray; Gertrude Claire
tt0005339;La vampira;1915;Frank Powell;67;Drama;USA;NA;NA;5,8;Runa Hodges; Mabel Frenyear; Edward José
tt0005402;The Golden Chance;1915;Cecil B. DeMille;74;Drama;USA;18711;NA;6,4;Cleo Ridgely; Wallace Reid; Horace B. Carpenter
tt0005557;The Italian;1915;Reginald Barker;72;Drama;USA;NA;NA;6,6;George Beban; Clara Williams; J. Frank Burke
tt0005719;Martyrs of the Alamo;1915;Christy Cabanne;71;Drama| History| War;USA;NA;NA;5,6;Sam De Grasse; Allan Sears; Walter Long
tt0005809;The Nigger;1915;Edgar Lewis;50;Drama;USA;NA;NA;6,1;William Farnum; Claire Whitney; George De Carlton
tt0005960;La rigenerazione;1915;Raoul Walsh;72;Biography| Crime| Drama;USA;NA;NA;6,8;John McCann; James A. Marcus; Maggie Weston
tt0006327;Young Romance;1915;George Melford;59;Comedy;USA;NA;NA;5,9;Edith Taliaferro; Florence Dagmar; Tom Forman
tt0006333;20,000 Leagues Under the Sea;1916;Stuart Paton;105;Action| Adventure| Sci-Fi;USA;200000;NA;6,2;Dan Hanlon; Edna Pendleton; Curtis Benton
tt0006509;The Children in the House;1916;Chester M. Franklin, Sidney Franklin;50;Drama;USA;NA;NA;4,5;Norma Talmadge; Alice Wilson; Jewel Carmen
tt0006517;Civilization;1915;Reginald Barker, Thomas H. Ince;85;Drama;USA;NA;NA;6,0;Howard Hickman; Enid Markey; Lola May
tt0006589;The Devil's Needle;1916;Chester Withey;59;Drama;USA;NA;NA;6,8;Tully Marshall; Norma Talmadge; Marguerite Marsh
tt0006688;Flirting with Fate;1916;Christy Cabanne;57;Adventure| Comedy;USA;NA;NA;6,4;Douglas Fairbanks; Jewel Carmen; Howard Gaye
tt0006731;Going Straight;1916;Chester M. Franklin, Sidney Franklin;60;Crime| Drama;USA;NA;NA;5,3;Norma Talmadge; Ralph Lewis; Ninon Fovieri
tt0006736;The Good Bad-Man;1916;Allan Dwan;50;Romance| Western;USA;NA;NA;6,6;Douglas Fairbanks; Sam De Grasse; Pomeroy Cannon
tt0006745;Gretchen the Greenhorn;1916;Chester M. Franklin, Sidney Franklin;58;Crime| Drama| Romance;USA;NA;NA;5,7;Dorothy Gish; Ralph Lewis; Eugene Pallette
tt0006753;The Half-Breed;1916;Allan Dwan;73;Western;USA;NA;NA;6,6;Douglas Fairbanks; Alma Rubens; Sam De Grasse
tt0006780;Hell's Hinges;1916;Charles Swickard, William S. Hart;64;Romance| Western;USA;NA;NA;6,8;William S. Hart; Clara Williams; Jack Standing
tt0006809;His Picture in the Papers;1916;John Emerson;62;Comedy;USA;42600;NA;5,9;Douglas Fairbanks; Clarence Handyside; Rene Boucicault
tt0006826;Hoodoo Ann;1916;Lloyd Ingraham;65;Comedy| Drama| Romance;USA;NA;NA;5,6;Mae Marsh; Robert Harron; William H. Brown
tt0006864;Intolerance;1916;D.W. Griffith;163;Drama| History;USA;385907;NA;7,8;Lillian Gish; Mae Marsh; Robert Harron
tt0007047;The Matrimaniac;1916;Paul Powell;46;Comedy| Romance;USA;NA;NA;6,0;Douglas Fairbanks; Constance Talmadge; Wilbur Higby
tt0007257;Reggie Mixes In;1916;Christy Cabanne;50;Action| Comedy| Drama;USA;NA;NA;4,7;Douglas Fairbanks; Bessie Love; Joseph Singleton
tt0007260;The Return of Draw Egan;1916;William S. Hart;50;Action| Adventure| Romance;USA;NA;NA;6,5;William S. Hart; Margery Wilson; Robert McKim
tt0007338;Sherlock Holmes;1916;Arthur Berthelet;116;Mystery;USA;NA;NA;6,4;William Gillette; Marjorie Kay; Ernest Maupain
tt0007340;Shoes;1916;Lois Weber;60;Drama;USA;NA;NA;6,8;Mary MacLaren; Harry Griffith; Mattie Witting
tt0007361;Snow White;1916;J. Searle Dawley;63;Fantasy| Romance;USA;NA;NA;6,2;Dorothy Cumming; Creighton Hale; Lionel Braham
tt0007367;The Social Secretary;1916;John Emerson;52;Comedy| Drama;USA;NA;NA;5,3;Norma Talmadge; Kate Lester; Helen Weir
tt0007558;Where Are My Children?;1916;Phillips Smalley, Lois Weber;62;Drama;USA;NA;NA;6,3;Tyrone Power Sr.; Mrs. Tyrone Power; Marie Walcamp
tt0007610;'49-'17;1917;Ruth Ann Baldwin;61;Drama| Western;USA;NA;NA;5,9;Joseph W. Girard; Leo Pierson; William Dyer
tt0007755;Bucking Broadway;1917;John Ford;53;Western;USA;NA;NA;6,0;Harry Carey; Molly Malone; L.M. Wells
tt0007801;Cleopatra;1917;J. Gordon Edwards;125;Biography| Drama| History;USA;500000;NA;6,5;Theda Bara; Fritz Leiber; Thurston Hall
tt0008011;A Girl's Folly;1917;Maurice Tourneur;65;Comedy;USA;NA;NA;6,1;Robert Warwick; Doris Kenyon; June Elvidge
tt0008150;Joan the Woman;1916;Cecil B. DeMille;138;Adventure| Drama| History;USA;302976;NA;6,5;Geraldine Farrar; Raymond Hatton; Hobart Bosworth
tt0008188;The Little American;1917;Cecil B. DeMille, Joseph Levering;80;Drama| Romance| War;USA;166949;NA;5,9;Mary Pickford; Jack Holt; Raymond Hatton
tt0008196;The Little Princess;1917;Marshall Neilan;62;Drama;USA;NA;NA;5,7;Mary Pickford; Norman Kerry; Katherine Griffith
tt0008309;A Modern Musketeer;1917;Allan Dwan;68;Adventure| Comedy| Western;USA;NA;NA;6,7;Douglas Fairbanks; Marjorie Daw; Kathleen Kirkham
tt0008443;The Poor Little Rich Girl;1917;Maurice Tourneur;65;Comedy| Drama| Family;USA;NA;NA;6,7;Mary Pickford; Madlaine Traverse; Charles Wellesley
tt0008489;Raffles, the Amateur Cracksman;1917;George Irving;70;Adventure| Crime| Romance;USA;NA;NA;6,4;John Barrymore; Christine Mayo; H. Cooper Cliffe
tt0008499;Rebecca of Sunnybrook Farm;1917;Marshall Neilan;78;Comedy| Drama;USA;NA;NA;6,1;Mary Pickford; Eugene O'Brien; Helen Jerome Eddy
tt0008519;A Romance of the Redwoods;1917;Cecil B. DeMille;91;Adventure| Comedy| Drama;USA;134832;NA;5,7;Mary Pickford; Elliott Dexter; Tully Marshall
tt0008634;Straight Shooting;1917;John Ford;57;Western;USA;NA;NA;6,2;Harry Carey; Duke R. Lee; George Berrell
tt0008652;A Tale of Two Cities;1917;Frank Lloyd;70;Drama| History| Romance;USA;NA;NA;6,0;William Farnum; Jewel Carmen; Charles Clary
tt0008679;Tillie Wakes Up;1917;Harry Davenport;48;Comedy;USA;NA;NA;4,8;Marie Dressler; Johnny Hines; Frank Beamish
tt0008687;Tom Sawyer;1917;William Desmond Taylor;59;Adventure| Comedy| Drama;USA;NA;NA;6,1;Jack Pickford; George Hackathorne; Alice Marvin
tt0008775;Wild and Woolly;1917;John Emerson;72;Comedy| Western| Romance;USA;NA;NA;6,4;Douglas Fairbanks; Eileen Percy; Calvert Carter
tt0008827;Amarilly of Clothes-Line Alley;1918;Marshall Neilan;67;Comedy| Romance;USA;NA;NA;5,8;Mary Pickford; William Scott; Kate Price
tt0008891;L'uccello blu;1918;Maurice Tourneur;75;Family| Fantasy;USA;NA;NA;7,0;Tula Belle; Robin Macdougall; Edwin E. Reed
tt0008930;Broadway Love;1918;Ida May Park;60;Romance;USA;NA;NA;6,0;Dorothy Phillips; Juanita Hansen; William Stowell
tt0009086;The Forbidden City;1918;Sidney Franklin;62;Drama| Romance;USA;NA;NA;5,4;Norma Talmadge; Thomas Meighan; E. Alyn Warren
tt0009150;Cuori del mondo;1918;D.W. Griffith;117;Drama| War;USA;NA;NA;6,4;Lillian Gish; Robert Harron; Dorothy Gish
tt0009153;Indemoniato;1918;John Ford;50;Western;USA;NA;NA;6,1;Harry Carey; Duke R. Lee; Neva Gerber
tt0009241;Johanna Enlists;1918;William Desmond Taylor;72;Comedy| Romance;USA;NA;NA;5,1;Mary Pickford; Anne Schaefer; Fred Huntley
tt0009326;M'Liss;1918;Marshall Neilan;73;Comedy| Drama;USA;NA;NA;6,5;Mary Pickford; Theodore Roberts; Thomas Meighan
tt0009356;The Married Virgin;1918;Joseph Maxwell;71;Drama;USA;NA;NA;5,2;Vera Sisson; Rudolph Valentino; Frank Newburg
tt0009369;Mickey;1918;F. Richard Jones, James Young;93;Comedy| Drama;USA;125000;NA;5,9;Mabel Normand; George Nichols; Laura La Varnie
tt0009440;Old Wives for New;1918;Cecil B. DeMille;60;Drama;USA;66241;NA;6,4;Elliott Dexter; Florence Vidor; Sylvia Ashton
tt0009475;A Pair of Silk Stockings;1918;Walter Edwards;60;Comedy| Romance;USA;NA;NA;4,4;Constance Talmadge; Harrison Ford; Wanda Hawley
tt0009559;A Romance of Happy Valley;1919;D.W. Griffith;76;Drama| Romance;USA;NA;NA;6,1;Lillian Gish; Robert Harron; George Fawcett
tt0009608;Shifting Sands;1918;Albert Parker;60;Drama;USA;NA;NA;5,1;Gloria Swanson; Joe King; Harvey Clark
tt0009611;Charlot soldato;1918;Charles Chaplin;45;Comedy| War;USA;NA;NA;7,3;Edna Purviance; Charles Chaplin; Syd Chaplin
tt0009652;Stella Maris;1918;Marshall Neilan;84;Drama;USA;NA;NA;6,7;Mary Pickford; Ida Waterman; Herbert Standing
tt0009682;Tarzan of the Apes;1918;Scott Sidney;73;Action| Adventure;USA;NA;NA;5,7;Elmo Lincoln; Enid Markey; True Boardman
tt0009737;The Unbeliever;1918;Alan Crosland;80;Drama| War;USA;NA;NA;5,9;Marguerite Courtot; Raymond McKee; Erich von Stroheim
tt0009796;The Whispering Chorus;1918;Cecil B. DeMille;86;Drama;USA;72500;NA;6,8;Raymond Hatton; Kathlyn Williams; Edythe Chapman
tt0009892;Ravished Armenia;1919;Oscar Apfel;80;Drama| History| Romance;USA;NA;NA;5,9;Aurora Mardiganian; Irving Cummings; Anna Q. Nilsson
tt0009915;Behind the Door;1919;Irvin Willat;70;Drama| Thriller| War;USA;NA;NA;7,1;Hobart Bosworth; Jane Novak; Wallace Beery
tt0009937;Mariti ciechi;1919;Erich von Stroheim;99;Drama| Romance;USA;42000;NA;7,0;Sam De Grasse; Francelia Billington; Erich von Stroheim
tt0009968;Giglio infranto;1919;D.W. Griffith;90;Drama| Romance;USA;88000;NA;7,3;Lillian Gish; Richard Barthelmess; Donald Crisp
tt0009976;The Busher;1919;Jerome Storm;63;Drama| Sport;USA;NA;NA;5,7;Charles Ray; Colleen Moore; John Gilbert
tt0010040;Daddy-Long-Legs;1919;Marshall Neilan;85;Comedy| Drama;USA;NA;NA;6,5;Mary Pickford; Milla Davenport; Percy Haswell
tt0010060;The Delicious Little Devil;1919;Robert Z. Leonard;63;Comedy| Drama;USA;NA;NA;5,9;Mae Murray; Richard Cummings; Harry L. Rattenberry
tt0010071;Don't Change Your Husband;1919;Cecil B. DeMille;71;Comedy;USA;NA;NA;6,6;Elliott Dexter; Gloria Swanson; Lew Cody
tt0010103;Eyes of Youth;1919;Albert Parker;78;Drama;USA;NA;NA;5,3;Clara Kimball Young; Gareth Hughes; Pauline Starke
tt0010137;For Better, for Worse;1919;Cecil B. DeMille;70;Drama;USA;NA;NA;5,4;Elliott Dexter; Tom Forman; Gloria Swanson
tt0010162;Getting Mary Married;1919;Allan Dwan;65;Comedy;USA;NA;NA;6,5;Marion Davies; Norman Kerry; Matt Moore
tt0010193;The Greatest Question;1919;D.W. Griffith;80;Drama;USA;NA;NA;5,8;Lillian Gish; Robert Harron; Ralph Graves
tt0010195;The Grim Game;1919;Irvin Willat;71;Adventure| Drama;USA;200000;NA;6,8;Harry Houdini; Thomas Jefferson; Ann Forrest
tt0010219;Hawthorne of the U.S.A.;1919;James Cruze;57;Adventure| Comedy| Romance;USA;NA;NA;3,9;Wallace Reid; Lila Lee; Harrison Ford
tt0010227;Heart o' the Hills;1919;Joseph De Grasse, Sidney Franklin;87;Drama| Romance;USA;NA;NA;5,6;Mary Pickford; Harold Goodwin; Allan Sears
tt0010267;The Hoodlum;1919;Sidney Franklin;78;Comedy;USA;NA;NA;6,7;Mary Pickford; Ralph Lewis; Kenneth Harlan
tt0010418;Male and Female;1919;Cecil B. DeMille;116;Adventure| Drama;USA;NA;NA;7,0;Thomas Meighan; Theodore Roberts; Raymond Hatton
tt0010466;The Miracle Man;1919;George Loane Tucker;80;Drama;USA;120000;NA;6,6;Lon Chaney; Betty Compson; Joseph J. Dowling
tt0010484;The Mother and the Law;1919;D.W. Griffith;95;Drama;USA;NA;NA;6,9;Mae Marsh; Robert Harron; Miriam Cooper
tt0010635;The Roaring Road;1919;James Cruze;58;Comedy| Drama| Sport;USA;NA;NA;5,2;Wallace Reid; Ann Little; Theodore Roberts
tt0010662;Scarlet Days;1919;D.W. Griffith;77;Adventure| Romance| Western;USA;NA;NA;4,9;Richard Barthelmess; Eugenie Besserer; Carol Dempster
tt0010806;Amore sulle labbra;1919;D.W. Griffith;87;Comedy| Drama| Romance;USA;NA;NA;7,0;Lillian Gish; Robert Harron; Wilbur Higby
tt0010844;Victory;1919;Maurice Tourneur;62;Drama| Romance;USA;NA;NA;6,6;Jack Holt; Seena Owen; Wallace Beery
tt0010853;Wagon Tracks;1919;Lambert Hillyer;64;Western;USA;NA;NA;6,7;William S. Hart; Jane Novak; Robert McKim
tt0010879;Quando le nuvole volano via;1919;Victor Fleming;85;Action| Comedy| Romance;USA;NA;NA;6,9;Douglas Fairbanks; Albert MacQuarrie; Kathleen Clifford
tt0010890;The Wicked Darling;1919;Tod Browning;59;Drama| Crime;USA;NA;NA;6,4;Priscilla Dean; Wellington A. Playter; Lon Chaney
tt0010925;Yankee Doodle in Berlin;1919;F. Richard Jones;58;Comedy;USA;NA;NA;5,5;Bothwell Browne; Ford Sterling; Malcolm St. Clair
tt0010964;April Folly;1920;Robert Z. Leonard;50;Drama| Crime;USA;NA;NA;6,4;Marion Davies; Madeline Marshall; Hattie Delaro
tt0011130;Dr. Jekyll e Mr. Hyde;1920;John S. Robertson;69;Drama| Horror| Sci-Fi;USA;NA;NA;7,0;John Barrymore; Brandon Hurst; Martha Mansfield
tt0011193;The Flapper;1920;Alan Crosland;88;Comedy;USA;NA;NA;6,6;Olive Thomas; Theodore Westman Jr.; William P. Carleton
tt0011267;Headin' Home;1920;Lawrence C. Windom;71;Biography| Comedy| Drama;USA;NA;NA;5,1;Babe Ruth; Ruth Taylor; William Sheer
tt0011317;Humoresque;1920;Frank Borzage;60;Drama;USA;NA;NA;6,2;Gaston Glass; Vera Gordon; Alma Rubens
tt0011344;L'uomo dal coltello a serramanico;1920;King Vidor;60;Drama;USA;NA;NA;6,2;F.A. Turner; Harry Todd; Bobby Kelso
tt0011358;Just Pals;1920;John Ford;50;Comedy| Drama| Western;USA;NA;NA;6,6;Buck Jones; Helen Ferguson; Georgie Stone
tt0011387;The Last of the Mohicans;1920;Clarence Brown, Maurice Tourneur;73;Action| Adventure| Drama;USA;NA;NA;6,7;Wallace Beery; Barbara Bedford; Alan Roscoe
tt0011414;The Love Expert;1920;David Kirkland;60;Comedy| Romance;USA;NA;NA;4,9;Constance Talmadge; John Halliday; Arnold Lucy
tt0011415;The Love Flower;1920;D.W. Griffith;70;Drama;USA;300000;NA;5,9;Carol Dempster; Richard Barthelmess; George MacQuarrie
tt0011439;Il segno di Zorro;1920;Fred Niblo;79;Adventure| Romance| Western;USA;NA;NA;7,1;Marguerite De La Motte; Robert McKim; Noah Beery
tt0011474;Un pulcino nella stoppa;1920;Victor Fleming;86;Adventure| Comedy| Romance;USA;NA;NA;6,5;Douglas Fairbanks; Ruth Renick; Wallace Beery
tt0011513;Nomads of the North;1920;David Hartford;109;Drama;USA;NA;NA;5,7;Lon Chaney; Lewis Stone; Melbourne MacDowell
tt0011588;Pollyanna;1920;Paul Powell;58;Family| Comedy| Drama;USA;300000;NA;6,4;Mary Pickford; Wharton James; Katherine Griffith
tt0011623;The Restless Sex;1920;Leon D'Usseau, Robert Z. Leonard;70;Drama;USA;NA;NA;6,1;Marion Davies; Ralph Kellard; Carlyle Blackwell
tt0011647;The Round-Up;1920;George Melford;70;Comedy| Western;USA;NA;NA;5,7;Roscoe 'Fatty' Arbuckle; Mabel Julienne Scott; Irving Cummings
tt0011652;The Saphead;1920;Herbert Blaché, Winchell Smith;77;Comedy;USA;NA;NA;6,1;Edward Jobson; Beulah Booker; Edward Connelly
tt0011679;Sex;1920;Fred Niblo;87;Drama;USA;NA;NA;6,0;Louise Glaum; Irving Cummings; Peggy Pearce
tt0011716;Something to Think About;1920;Cecil B. DeMille;78;Drama;USA;169330;NA;5,2;Elliott Dexter; Gloria Swanson; Monte Blue
tt0011741;Suds;1920;John Francis Dillon;75;Comedy| Drama| Romance;USA;NA;772155;6,3;Mary Pickford; Albert Austin; Harold Goodwin
tt0011753;Terror Island;1920;James Cruze;55;Mystery;USA;NA;NA;5,5;Harry Houdini; Jack Brammall; Lila Lee
tt0011779;The Toll Gate;1920;Lambert Hillyer;73;Adventure| Drama| Western;USA;NA;NA;6,5;William S. Hart; Anna Q. Nilsson; Joseph Singleton
tt0011841;Agonia sui ghiacci;1920;D.W. Griffith;145;Drama| Romance;USA;700000;NA;7,4;Lillian Gish; Richard Barthelmess; Mrs. David Landau
tt0011865;Why Change Your Wife?;1920;Cecil B. DeMille;90;Comedy| Drama;USA;NA;NA;6,7;Thomas Meighan; Gloria Swanson; Bebe Daniels
tt0011870;Within Our Gates;1920;Oscar Micheaux;79;Drama| Romance;USA;NA;NA;6,3;Evelyn Preer; Flo Clements; James D. Ruffin
tt0011904;The Ace of Hearts;1921;Wallace Worsley;75;Crime| Drama| Mystery;USA;NA;NA;6,8;Lon Chaney; Leatrice Joy; John Bowers
tt0011908;Adventures of Tarzan;1921;Robert F. Hill, Scott Sidney;73;Action| Adventure;USA;NA;NA;6,0;Elmo Lincoln; Louise Lorraine; Scott Pembroke
tt0011909;Fragilità, sei femmina!;1921;Cecil B. DeMille;117;Comedy| Drama;USA;NA;NA;6,6;Wallace Reid; Gloria Swanson; Wanda Hawley
tt0011948;Be My Wife;1921;Max Linder;55;Comedy;USA;NA;NA;6,9;Max Linder; Alta Allen; Caroline Rankin
tt0011979;The Blot;1921;Lois Weber;91;Drama| Romance;USA;NA;NA;6,8;Philip Hubbard; Margaret McWade; Claire Windsor
tt0012016;Buried Treasure;1921;George D. Baker;70;Adventure| Fantasy| Romance;USA;NA;NA;6,4;Marion Davies; Norman Kerry; Anders Randolf
tt0012027;Camille;1921;Ray C. Smallwood;72;Drama| Romance;USA;NA;NA;6,6;Rudolph Valentino; Rex Cherryman; Arthur Hoyt
tt0012068;La commedia umana;1921;Rex Ingram;89;Drama| Romance;USA;NA;NA;6,8;Alice Terry; Rudolph Valentino; Ralph Lewis
tt0012122;Dream Street;1921;D.W. Griffith;102;Comedy| Drama| Romance;USA;NA;NA;5,5;Carol Dempster; Ralph Graves; Charles Emmett Mack
tt0012125;Ducks and Drakes;1921;Maurice Campbell;58;Comedy| Romance;USA;NA;NA;6,4;Bebe Daniels; Jack Holt; Mayme Kelso
tt0012136;Enchantment;1921;Robert G. Vignola;90;Comedy;USA;NA;NA;6,4;Marion Davies; Forrest Stanley; Edith Shayne
tt0012187;Forbidden Fruit;1921;Cecil B. DeMille;87;Drama;USA;NA;NA;6,5;Agnes Ayres; Clarence Burton; Theodore Roberts
tt0012190;I quattro cavalieri dell'Apocalisse;1921;Rex Ingram;150;Drama| Romance| War;USA;800000;9183673;7,2;Pomeroy Cannon; Josef Swickard; Bridgetta Clark
tt0012349;Il monello;1921;Charles Chaplin;68;Comedy| Drama| Family;USA;250000;26916;8,3;Carl Miller; Edna Purviance; Jackie Coogan
tt0012382;Leap Year;1924;James Cruze, Roscoe 'Fatty' Arbuckle;56;Comedy;USA;NA;NA;6,1;Roscoe 'Fatty' Arbuckle; Lucien Littlefield; Mary Thurman
tt0012397;Little Lord Fauntleroy;1921;Alfred E. Green, Jack Pickford;112;Drama;USA;NA;1108882;6,7;Mary Pickford; Claude Gillingwater; Joseph J. Dowling
tt0012408;The Love Light;1921;Frances Marion;89;Drama;USA;NA;NA;6,5;Mary Pickford; Evelyn Dumo; Raymond Bloomer
tt0012465;Miss Lulu Bett;1921;William C. de Mille;71;Comedy| Drama;USA;NA;NA;7,0;Lois Wilson; Milton Sills; Theodore Roberts
tt0012486;My Boy;1921;Albert Austin, Victor Heerman;55;Comedy| Drama;USA;NA;NA;6,2;Mathilde Brundage; Claude Gillingwater; Jackie Coogan
tt0012513;The Nut;1921;Theodore Reed;74;Action| Comedy| Romance;USA;NA;NA;6,5;Douglas Fairbanks; Marguerite De La Motte; William Lowery
tt0012532;Le due orfanelle;1921;D.W. Griffith;150;Drama| History| Romance;USA;1000000;NA;7,4;Lillian Gish; Dorothy Gish; Joseph Schildkraut
tt0012538;Outside the Law;1920;Tod Browning;75;Crime| Romance| Thriller;USA;NA;NA;6,5;Priscilla Dean; Wheeler Oakman; Lon Chaney
tt0012642;A Sailor-Made Man;1921;Fred C. Newmeyer;47;Comedy;USA;NA;NA;6,9;Harold Lloyd; Mildred Davis; Noah Young
tt0012675;Lo sceicco;1921;George Melford;86;Adventure| Drama| Romance;USA;NA;NA;6,4;Rudolph Valentino; Agnes Ayres; Ruth Miller
tt0012699;The Sky Pilot;1921;King Vidor;77;Drama;USA;NA;NA;5,8;John Bowers; Colleen Moore; David Butler
tt0012752;The Three Musketeers;1921;Fred Niblo;119;Action| Adventure| Romance;USA;NA;NA;6,9;Adolphe Menjou; Mary MacLaren; Nigel De Brulier
tt0012755;Through the Back Door;1921;Alfred E. Green, Jack Pickford;89;Comedy| Drama;USA;NA;NA;6,8;Mary Pickford; Gertrude Astor; Wilfred Lucas
tt0012763;La pazienza di Davide;1921;Henry King;99;Drama;USA;NA;NA;6,8;Richard Barthelmess; Gladys Hulette; Walter P. Lewis
tt0012769;Too Wise Wives;1921;Lois Weber;80;Drama;USA;NA;NA;5,9;Louis Calhern; Claire Windsor; Phillips Smalley
tt0012928;Beauty's Worth;1922;Robert G. Vignola;112;Drama| Romance;USA;NA;NA;6,1;Marion Davies; Forrest Stanley; June Elvidge
tt0012938;L'età di amare;1922;Sam Wood;80;Drama| Romance;USA;NA;NA;6,7;Gloria Swanson; Rudolph Valentino; Edythe Chapman
tt0012952;Sangue e arena;1922;Fred Niblo, Dorothy Arzner;80;Drama| Romance| Sport;USA;NA;NA;6,4;Rosa Rosanova; Rudolph Valentino; Nita Naldi
tt0012975;The Bride's Play;1922;George Terwilliger;70;Romance;USA;NA;NA;6,2;Marion Davies; John B. O'Brien; Frank Shannon
tt0013075;Dr. Jack;1922;Fred C. Newmeyer, Sam Taylor;60;Comedy| Romance;USA;113440;NA;7,1;Harold Lloyd; Mildred Davis; John T. Prince
tt0013085;Down to the Sea in Ships;1922;Elmer Clifton;83;Adventure| Drama| Romance;USA;NA;NA;6,1;Marguerite Courtot; Raymond McKee; William Walcott
tt0013134;Flesh and Blood;1922;Irving Cummings;74;Drama;USA;NA;NA;6,2;Lon Chaney; Edith Roberts; Noah Beery
tt0013140;Femmine folli;1922;Erich von Stroheim;117;Drama| Thriller;USA;1100000;NA;7,0;Rudolph Christians; Miss DuPont; Maude George
tt0013201;Il talismano della nonna;1922;Fred C. Newmeyer;60;Comedy| Family;USA;94412;NA;7,0;Harold Lloyd; Mildred Davis; Anna Townsend
tt0013223;The Headless Horseman;1922;Edward D. Venturini;68;Comedy| Drama| Horror;USA;NA;NA;4,9;Will Rogers; Lois Meredith; Ben Hendricks Jr.
